"","Name","Publisher","Puntajes Cr?ticos","Puntajes usuarios"
"2029","Shin Megami Tensei: Persona 3 Portable","Ghostlight","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2030","NHL 2001","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2031","Crysis 3","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2032","Buzz Lightyear of Star Command","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2033","NHL 16","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2034","Tony Hawk's Project 8","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2035","Ghostbusters: The Video Game","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2036","XCOM: Enemy Unknown","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2037","Metal Gear Solid 2: Substance","Konami Digital Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2038","Tony Hawk's American Wasteland","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2039","Wild ARMs 3","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2040","Madden NFL 07","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2041","Tiger Woods PGA Tour 2004","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2042","Test Drive Unlimited 2","Atari","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2043","Tak 2: The Staff of Dreams","THQ","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2044","Just Dance 3","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2045","LEGO Pirates of the Caribbean: The Video Game","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2046","Donkey Kong Barrel Blast","Nintendo","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2047","Viewtiful Joe","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2048","The Urbz: Sims in the City","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2049","Guitar Hero: Metallica","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2050","Strike Force Bowling","Play It","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2051","Red Steel 2","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2052","XGRA: Extreme G-Racing Association","Eidos Interactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2053","Mafia III","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2054","Prince of Persia: The Forgotten Sands","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2055","Warriors Orochi 3","Ubisoft Annecy","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2056","DJ Hero 2","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2057","Tiger Woods PGA Tour 12: The Masters","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2058","Wall-E","THQ","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2059","Harry Potter and the Half-Blood Prince","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2060","NieR","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2061","2014 FIFA World Cup Brazil","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2062","NBA 2K9","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2063","NFL Fever 2003","Microsoft Game Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2064","Samurai Warriors 2","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"2065","Wet","Bethesda Softworks","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2066","Cooking Mama 4: Kitchen Magic!","505 Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2067","Scribblenauts: Unlimited","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2068","Fire Emblem: Shadow Dragon","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2069","Plants vs. Zombies: Garden Warfare","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2070","Metroid Prime: Trilogy","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2071","Robotech: Battlecry","TDK Mediactive","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2072","Disney Universe","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2073","Advance Wars: Days of Ruin","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2074","Jak and Daxter: The Lost Frontier","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2075","Texas Hold 'Em Poker","Majesco Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2076","Time Crisis 3","Namco Bandai Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2077","Vanquish","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2078","Tearaway","Sony Computer Entertainment Europe","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2079","Half-Life 2","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2080","Tony Hawk: RIDE","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"2081","Borderlands: The Pre-Sequel","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2082","Major League Baseball 2K8","Bethesda Softworks","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2083","Sacred 2: Fallen Angel","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2084","pro evolution soccer 2011","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2085","Major League Baseball 2K9","Spike","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2086","Final Fantasy IV Advance","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2087","Dragon Ball Z: Ultimate Tenkaichi","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2088","Harry Potter and the Goblet of Fire","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2089","Dragon Ball Z: Buu's Fury","Atari","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2090","Spider-Man: Mysterio's Menace","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2091","MySims Racing","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2092","Naruto: Ultimate Ninja","Atari","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2093","Pac-Man Party","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2094","Tony Hawk's Underground","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2095","Shadow The Hedgehog","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2096","Wave Race: Blue Storm","Nintendo","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2097","Aliens: Colonial Marines","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"2098","Backyard Wrestling: Don't Try This at Home","Eidos Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2099","Yakuza: Dead Souls","Sega","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2100","Fight Night Round 2","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2101","Dead Island: Riptide","Deep Silver","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2102","Kinect Sports Rivals","Microsoft Game Studios","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2103","NBA 2K8","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2104","Dynasty Warriors 8","Tecmo Koei","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2105","Disney Infinity","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2106","Secret Agent Clank","Sony Computer Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2107","Call of Juarez: Bound in Blood","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2108","Fighters Uncaged","Ubisoft","Puntajes Cr?ticos bajo","Puntajes usuarios intermedio"
"2109","Rayman Arena","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2110","Jaws Unleashed","THQ","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2111","Half-Life","Vivendi Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2112","Split/Second","Disney Interactive Studios","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2113","The Golden Compass","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2114","The Golden Compass","Sega","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"2115","Muramasa: The Demon Blade","Rising Star Games","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2116","Okami","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2117","LEGO The Hobbit","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2118","WWE 2K17","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2119","Just Dance 2014","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2120","NHL 15","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"2121","Total War: Shogun 2","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2122","SimCity DS","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2123","Hot Wheels: Stunt Track Challenge","THQ","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2124","Monopoly","Electronic Arts","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2125","Tony Hawk: RIDE","Activision","Puntajes Cr?ticos intermedio","Puntajes usuarios bajo"
"2126","Medal of Honor: Frontline","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2127","Dead Space","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2128","NHL 11","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2129","Yakuza 5","Sega","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2130","2002 FIFA World Cup","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2131","MVP Baseball 2004","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2132","Crash Bandicoot: The Wrath of Cortex","Universal Interactive","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2133","WWE 2K16","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2134","Assassin's Creed: Brotherhood","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2135","Dead or Alive Xtreme Beach Volleyball","Microsoft Game Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2136","Silent Hill: Shattered Memories","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2137","Blur","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2138","Madden NFL 06","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2139","Asphalt: Urban GT","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2140","Mega Man Anniversary Collection","Capcom","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2141","Metal Gear Solid V: Ground Zeroes","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2142","Harvest Moon: Friends of Mineral Town","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2143","Naruto: The Broken Bond","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2144","WarioWare D.I.Y.","Nintendo","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2145","Iron Man","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2146","The Fight: Lights Out","Sony Computer Entertainment","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2147","Mega Man X7","Capcom","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2148","Deus Ex: Human Revolution","Square Enix","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2149","Final Fantasy Anniversary Edition","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2150","SoulCalibur V","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2151","Romancing SaGa","Square Enix","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2152","Lost: Via Domus","Ubisoft","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2153","Top Spin 3","Take-Two Interactive","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2154","Game Party in Motion","Warner Bros. Interactive Entertainment","Puntajes Cr?ticos bajo","Puntajes usuarios bajo"
"2155","The Lord of the Rings: The Third Age","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2156","Call of Duty: Black Ops","Activision","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2157","NCAA Football 09","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2158","MLB 11: The Show","Sony Computer Entertainment","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2159","Kinect Rush: A Disney Pixar Adventure","Microsoft Game Studios","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2160","Skylanders SWAP Force","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"2161","Terminator 3: Rise of the Machines","Atari","Puntajes Cr?ticos bajo","Puntajes usuarios alto"
"2162","Guitar Hero: Smash Hits","Activision","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2163","Tom Clancy's HAWX","Ubisoft","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2164","Alice: Madness Returns","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2165","Shin Megami Tensei IV","Atlus","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2166","NBA 2K7","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2167","NHL 12","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2168","NASCAR: Dirt to Daytona","Unknown","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2169","Unreal Tournament","Infogrames","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2170","Digimon World 2","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2171","Prince of Persia: The Two Thrones","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2172","JoJo's Bizarre Adventure: All Star Battle","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2173","Contra: Shattered Soldier","Konami Digital Entertainment","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2174","Final Fantasy: The 4 Heroes of Light","Square Enix","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2175","Rayman Legends","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2176","FIFA Soccer","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2177","Tenchu 2: Birth of the Stealth Assassins","Activision","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2178","Tony Hawk's Pro Skater 4","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2179","Naruto: Uzumaki Chronicles 2","Namco Bandai Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2180","NHL 06","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2181","Parasite Eve II","SquareSoft","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2182","Skate it","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2183","Madden NFL 2002","Unknown","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2184","Phineas and Ferb: Across the 2nd Dimension","Disney Interactive Studios","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2185","Far Cry Instincts","Ubisoft","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"2186","Tony Hawk's Pro Skater 4","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2187","ATV Offroad Fury: Blazin' Trails","SouthPeak Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2188","Tales of the Abyss","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2189","Payday 2","505 Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2190","Blacksite: Area 51","Midway Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2191","Spyro Orange: The Cortex Conspiracy","Vivendi Games","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2192","XCOM: Enemy Unknown","Take-Two Interactive","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2193","Skylanders: Spyro's Adventure","Activision","Puntajes Cr?ticos muy alto","Puntajes usuarios intermedio"
"2194","The Sims 3: World Adventures","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2195","Madden NFL 06","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2196","Titanfall 2","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2197","BlazBlue: Calamity Trigger","PQube","Puntajes Cr?ticos muy alto","Puntajes usuarios muy alto"
"2198","Iron Man","Sega","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2199","Naruto: Ultimate Ninja 2","Namco Bandai Games","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2200","NHL 10","Electronic Arts","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2201","Rock Band 3","MTV Games","Puntajes Cr?ticos muy alto","Puntajes usuarios alto"
"2202","Blood Wake","Microsoft Game Studios","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2203","Dynasty Warriors 5: Xtreme Legends","Tecmo Koei","Puntajes Cr?ticos intermedio","Puntajes usuarios muy alto"
"2204","WWE 2K15","Take-Two Interactive","Puntajes Cr?ticos intermedio","Puntajes usuarios intermedio"
"2205","FIFA World Cup Germany 2006","Electronic Arts","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2206","Wreckless: ThE YaKuza MisSiOns","Activision","Puntajes Cr?ticos alto","Puntajes usuarios intermedio"
"2207","Defiance","Trion Worlds","Puntajes Cr?ticos intermedio","Puntajes usuarios alto"
"2208","Disgaea 4: A Promise Unforgotten","Nippon Ichi Software","Puntajes Cr?ticos alto","Puntajes usuarios alto"
"2209","SpongeBob SquarePants: Battle for Bikini Bottom","THQ","Puntajes Cr?ticos alto","Puntajes usuarios muy alto"
"2210","Doom 3 BFG Edition","Bethesda Softworks","Puntajes Cr?ticos alto","Puntajes usuarios alto"
