"","Name","Platform","Year_of_Release","Genre","Publisher","Developer","Rating","Ventas NA","Ventas EU","Ventas JP","Ventas otras","Ventas globales","Puntajes Cr?ticos","n? criticas criticos","Puntajes usuarios","n? cr?ticas usuarios"
"1199","Yakuza 2","PS2","2006","Adventure","Sega","Amusement Vision","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1200","Guitar Hero 5","PS3","2009","Misc","Activision","Neversoft Entertainment","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1201","Dragon Ball Z: The Legacy of Goku II","GBA","2003","Role-Playing","Atari","Webfoot Technologies","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1202","NERF N-Strike","Wii","2008","Shooter","Electronic Arts","EA Redwood Shores, EA Salt Lake","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1203","NFL 2K1","DC","2000","Sports","Sega","Visual Concepts","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1204","Untold Legends: Brotherhood of the Blade","PSP","2005","Role-Playing","Activision","Sony Online Entertainment","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1205","Project CARS","PS4","2015","Racing","Slightly Mad Studios","Slightly Mad Studios","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1206","Madden NFL 2004","XB","2003","Sports","Electronic Arts","EA Tiburon","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1207","Sonic and the Black Knight","Wii","2009","Platform","Sega","Sonic Team","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1208","The Godfather","PS2","2006","Action","Electronic Arts","Electronic Arts","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1209","Sonic Free Riders","X360","2010","Racing","Sega","Sega","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos intermedio","Puntajes usuarios bajo","n? cr?ticas usuarios muy bajo"
"1210","Star Wars: Bounty Hunter","PS2","2002","Shooter","LucasArts","LucasArts","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1211","WWE SmackDown vs. Raw 2011","PS3","2010","Fighting","THQ","Yuke's","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1212","NCAA Football 13","X360","2012","Action","Electronic Arts","EA Tiburon","E","muy pocas ventas en NA","Ventas en EU nulas o sin informacion","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1213","Skate 2","X360","2009","Sports","Electronic Arts","EA Black Box","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1214","NASCAR Thunder 2004","PS2","2003","Racing","Electronic Arts","EA Tiburon","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1215","Namco Museum Battle Collection","PSP","2005","Misc","Sony Computer Entertainment","TOSE","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1216","Empire: Total War","PC","2009","Strategy","Sega","Creative Assembly","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios bajo"
"1217","Virtua Fighter 5","PS3","2007","Fighting","Sega","Sega AM2","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1218","Dante's Inferno","PS3","2010","Action","Electronic Arts","Visceral Games","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1219","Tom Clancy's Ghost Recon 2","PS2","2004","Shooter","Ubisoft","Ubisoft Shanghai/Paris","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1220","Forza Horizon 3","XOne","2016","Racing","Microsoft Game Studios","Playground Games","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1221","Star Wars: The Force Unleashed","PSP","2008","Action","LucasArts","Krome Studios","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1222","Dragon Ball Z: Taiketsu","GBA","2003","Fighting","Atari","Webfoot Technologies","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos bajo","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1223","Star Fox: Assault","GC","2005","Shooter","Nintendo","Namco","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1224","Plants vs. Zombies: Garden Warfare","X360","2014","Shooter","Electronic Arts","PopCap","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1225","The Simpsons Game","PSP","2007","Action","Electronic Arts","Electronic Arts, Rebellion","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1226","LEGO Star Wars II: The Original Trilogy","DS","2006","Action","LucasArts","Amaze Entertainment","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos intermedio","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1227","Call of Duty 3","PS2","2006","Shooter","Activision","Treyarch","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1228","FIFA Soccer 11","Wii","2010","Sports","Electronic Arts","EA Sports","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1229","Prince of Persia","PS3","2008","Action","Ubisoft","Ubisoft Montreal","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1230","Tomb Raider: Underworld","X360","2008","Action","Eidos Interactive","Crystal Dynamics","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1231","Pro Evolution Soccer 2008","X360","2007","Sports","Konami Digital Entertainment","Konami","E","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1232","SoulCalibur III","PS2","2005","Fighting","Namco Bandai Games","Namco","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1233","Tiger Woods PGA Tour 10","Wii","2009","Sports","Electronic Arts","EA Tiburon","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1234","World Tour Soccer","PSP","2005","Sports","Sony Computer Entertainment","SCEE","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1235","Naruto: Ultimate Ninja Storm","PS3","2008","Fighting","Namco Bandai Games","CyberConnect2","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1236","Lightning Returns: Final Fantasy XIII","PS3","2013","Role-Playing","Square Enix","Square Enix","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1237","Mortal Kombat: Armageddon","PS2","2006","Fighting","Midway Games","Midway","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1238","Freekstyle","PS2","2002","Racing","Electronic Arts","Page 44 Studios","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1239","Grand Theft Auto: Chinatown Wars","PSP","2009","Action","Take-Two Interactive","Rockstar Leeds","M","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1240","Spore Creatures","DS","2008","Simulation","Electronic Arts","Griptonite Games","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1241","The Orange Box","PS3","2007","Shooter","Electronic Arts","EA Games","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1242","DJ Hero","X360","2009","Misc","Activision","FreeStyleGames","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos alto","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1243","Bully: Scholarship Edition","X360","2008","Action","Take-Two Interactive","Mad Doc Software, Rockstar Vancouver","T","muy pocas ventas en NA","muy pocas Ventas en EU","muy pocas Ventas en JP","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1244","NBA Street V3","PS2","2005","Sports","Electronic Arts","EA Canada","E","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1245","Hulk","PS2","2003","Action","Universal Interactive","Radical Entertainment","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
"1246","Overwatch","XOne","2016","Shooter","Activision","Blizzard Entertainment","T","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios intermedio","n? cr?ticas usuarios muy bajo"
"1247","Aliens vs Predator","X360","2010","Shooter","Sega","Rebellion","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos intermedio","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1248","Skylanders Giants","PS3","2012","Action","Activision","Toys for Bob","E10+","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","muy pocas Ventas otras","muy pocas Ventas globales","Puntajes Cr?ticos alto","n? criticas criticos muy bajo","Puntajes usuarios alto","n? cr?ticas usuarios muy bajo"
"1249","Diablo II: Lord of Destruction","PC","2001","Role-Playing","Vivendi Games","Blizzard North","M","muy pocas ventas en NA","muy pocas Ventas en EU","nulas Ventas en JP o sin informacion","Ventas otras nulas o sin informacion","muy pocas Ventas globales","Puntajes Cr?ticos muy alto","n? criticas criticos muy bajo","Puntajes usuarios muy alto","n? cr?ticas usuarios muy bajo"
